"","X","id","latitude","longitude","findspot_ancient_clean","province_label_clean","modern_region_clean","not_before","not_after","type_of_monument_clean","material_clean","type_of_inscription_clean","transcription","clean_text_interpretive_word","id_people","person_number_insc","name","praenomen","nomen","name_clean","nomen_clean","cognomen","supernomen","gender","origo","status","total_age","age_years","age_months","age_hours","nomen_nonempty"
"254",22448,"HD022091",9.3717,45.5361,"NULL","Transpadana (Regio XI)","NULL",151,250,"sarcophagus","NULL","epitaph","Lupuliae Ing[enuae? --- ex] / provinc(ia) Germ(ania) [--- quae vixit] / ann(os) XXV m(enses) XI d(ies) XII Se[---] / negotiator coniug[i bene merenti fecit]","Lupuliae Ingenuae ex provincia Germania quae vixit annos XXV menses XI dies XII Se negotiator coniugi bene merenti fecit",22448,1,"Lupuliae Ing[enuae?]",NA,"Lupulia","Lupuliae Ing[enuae?]","Lupulia","Ingenua+?",NA,NA,NA,NA,NA,NA,NA,NA,"Lupulia"
"255",22733,"HD022550",8.987,45.9331,"NULL","Transpadana (Regio XI)","Repubblica e Cantone Ticino",1,150,"altar","Rock","votive inscription","I(ovi) O(ptimo) M(aximo) / v(otum) s(olvit) l(ibens) m(erito) / Crescens Oce/l(l)ionis cum / suis","Iovi Optimo Maximo votum solvit libens merito Crescens Ocellionis cum suis",22733,1,"Crescens Ocelionis",NA,NA,"Crescens Ocelionis",NA,"Crescens",NA,"male",NA,NA,NA,NA,NA,NA,NA
"256",22734,"HD022550",8.987,45.9331,"NULL","Transpadana (Regio XI)","Repubblica e Cantone Ticino",1,150,"altar","Rock","votive inscription","I(ovi) O(ptimo) M(aximo) / v(otum) s(olvit) l(ibens) m(erito) / Crescens Oce/l(l)ionis cum / suis","Iovi Optimo Maximo votum solvit libens merito Crescens Ocellionis cum suis",22734,2,"Ocelionis.",NA,NA,"Ocelionis.",NA,"Ocellio*",NA,"male",NA,NA,NA,NA,NA,NA,NA
"257",22782,"HD022613",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,150,"NULL","NULL","votive inscription","Mercurio / Sex(tus) Veracilius / Sex(ti) f(ilius) Ouf(entina) / Priscus IIIIvir i(ure) d(icundo) / ex voto don(o) ded(it) / dracones aureos / libr(arum) quinque / adiectis ornament(is) / [e]t cortina","Mercurio Sextus Veracilius Sexti filius Oufentina Priscus IIII vir iure dicundo ex voto dono dedit dracones aureos librarum quin que adiectis ornamentis et cortina",22782,1,"Sex. Veracilius Sex.f. Ouf. Priscus","Sex.","Veracilius","Sex. Veracilius Sex.f. Ouf. Priscus","Veracilius","Priscus",NA,"male",NA,"decurial order, higher local offices",NA,NA,NA,NA,"Veracilius"
"258",23192,"HD023317",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","V(ivus) f(ecit) // C(aius) Valerius / Fortunatus / sibi et Valeriae / Chrestae coniugi / et C(aio) Valerio Clodiano / delicato / locus datus a P(ublio) Larcio / Hermadione a(mico) o(ptimo) / in fronte p(edes) XVI / in agrum(!) p(edes) XX","Vivus fecit Caius Valerius Fortunatus sibi et Valeriae Chrestae coniugi et Caio Valerio Clodiano delicato locus datus a Publio Larcio Hermadione amico optimo in fronte pedes XVI in agrum pedes XX",23192,1,"C. Valerius Fortunatus","C.","Valerius","C. Valerius Fortunatus","Valerius","Fortunatus",NA,"male",NA,NA,NA,NA,NA,NA,"Valerius"
"259",23193,"HD023317",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","V(ivus) f(ecit) // C(aius) Valerius / Fortunatus / sibi et Valeriae / Chrestae coniugi / et C(aio) Valerio Clodiano / delicato / locus datus a P(ublio) Larcio / Hermadione a(mico) o(ptimo) / in fronte p(edes) XVI / in agrum(!) p(edes) XX","Vivus fecit Caius Valerius Fortunatus sibi et Valeriae Chrestae coniugi et Caio Valerio Clodiano delicato locus datus a Publio Larcio Hermadione amico optimo in fronte pedes XVI in agrum pedes XX",23193,2,"Valeriae Chrestae",NA,"Valeria","Valeriae Chrestae","Valeria","Chreste",NA,"female",NA,NA,NA,NA,NA,NA,"Valeria"
"260",23194,"HD023317",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","V(ivus) f(ecit) // C(aius) Valerius / Fortunatus / sibi et Valeriae / Chrestae coniugi / et C(aio) Valerio Clodiano / delicato / locus datus a P(ublio) Larcio / Hermadione a(mico) o(ptimo) / in fronte p(edes) XVI / in agrum(!) p(edes) XX","Vivus fecit Caius Valerius Fortunatus sibi et Valeriae Chrestae coniugi et Caio Valerio Clodiano delicato locus datus a Publio Larcio Hermadione amico optimo in fronte pedes XVI in agrum pedes XX",23194,3,"C. Valerio Clodiano","C.","Valerius","C. Valerio Clodiano","Valerius","Clodianus",NA,"male",NA,NA,NA,NA,NA,NA,"Valerius"
"261",23195,"HD023317",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"stele","NULL","epitaph","V(ivus) f(ecit) // C(aius) Valerius / Fortunatus / sibi et Valeriae / Chrestae coniugi / et C(aio) Valerio Clodiano / delicato / locus datus a P(ublio) Larcio / Hermadione a(mico) o(ptimo) / in fronte p(edes) XVI / in agrum(!) p(edes) XX","Vivus fecit Caius Valerius Fortunatus sibi et Valeriae Chrestae coniugi et Caio Valerio Clodiano delicato locus datus a Publio Larcio Hermadione amico optimo in fronte pedes XVI in agrum pedes XX",23195,4,"P. Larcio Hermadione","P.","Larcius","P. Larcio Hermadione","Larcius","Hermadion",NA,"male",NA,NA,NA,NA,NA,NA,"Larcius"
"262",23226,"HD023371",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",1,250,"stele","NULL","epitaph","------] / IIIIvir(o) pr(aefecto) i(ure) d(icundo) pr(aefecto) fa[b(rum)] / ex quinq(ue) / decuri(i)s / iudici selec(to) / Atiatus lib(ertus) / C[------","IIII viro praefecto iure dicundo praefecto fabrum ex quin que decuriis iudici selecto Atiatus libertus C",23226,1,"Atiatus",NA,NA,"Atiatus",NA,"Atiatus",NA,"male",NA,"freedmen / freedwomen",NA,NA,NA,NA,NA
"263",23227,"HD023374",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",424,NA,"tabula","NULL","epitaph","B(onae) m(emoriae) / hic quiescit / in pace Rusti/cula quae vi/xit in saeculo / annis LIIII et m(en)s(ibus) / VII et dies(!) XIIII / d(e)p(o)s(ita) VII Idus / S(e)p(tem)b(re)s Castino / v(iro) c(larissimo) cons(ule)","Bonae memoriae hic quiescit in pace Rusticula quae vixit in saeculo annis LIIII et mensibus VII et dies XIIII deposita VII Idus Septembres Castino viro clarissimo consule",23227,1,"Rusticula",NA,NA,"Rusticula",NA,"Rusticula",NA,"female",NA,NA,NA,NA,NA,NA,NA
"264",23228,"HD023374",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",424,NA,"tabula","NULL","epitaph","B(onae) m(emoriae) / hic quiescit / in pace Rusti/cula quae vi/xit in saeculo / annis LIIII et m(en)s(ibus) / VII et dies(!) XIIII / d(e)p(o)s(ita) VII Idus / S(e)p(tem)b(re)s Castino / v(iro) c(larissimo) cons(ule)","Bonae memoriae hic quiescit in pace Rusticula quae vixit in saeculo annis LIIII et mensibus VII et dies XIIII deposita VII Idus Septembres Castino viro clarissimo consule",23228,2,"Castino",NA,NA,"Castino",NA,"Castinus",NA,"male",NA,"senatorial order",NA,NA,NA,NA,NA
"265",23402,"HD023636",NA,NA,"NULL","Transpadana (Regio XI)","NULL",51,250,"tile","Clay","votive inscription","Severus / Appius Mess/oris f(ilius) M(---) v(otum) s(olvit) l(ibens) m(erito)","Severus Appius Messoris filius M votum solvit libens merito",23402,1,"Severus Appius Messoris f.",NA,"Appius","Severus Appius Messoris f.","Appius","Severus",NA,NA,NA,NA,NA,NA,NA,NA,"Appius"
"266",23403,"HD023636",NA,NA,"NULL","Transpadana (Regio XI)","NULL",51,250,"tile","Clay","votive inscription","Severus / Appius Mess/oris f(ilius) M(---) v(otum) s(olvit) l(ibens) m(erito)","Severus Appius Messoris filius M votum solvit libens merito",23403,2,"Messoris",NA,NA,"Messoris",NA,"Messor",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",23404,"HD023639",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",69,79,"NULL","NULL","honorific inscription","[---? An]i(ensi) Trachalo / [q(uaestori) tr(ibuno)] plebis pr(aetori) co(n)s(uli) / [VII]vir(o) epulonum / [proc]o(n)s(uli) provinc(iae) Afric(ae) / [pat]rono d(ecreto) d(ecurionum)","Aniensi Trachalo quaestori tribuno plebis praetori consuli VII viro epulonum proconsuli provinciae Africae patrono decreto decurionum",23404,1,"[--- An]i. Trachalo","[-]","[---]","[--- An]i. Trachalo","[---]","Trachalus",NA,"male",NA,"senatorial order",NA,NA,NA,NA,""
"268",25950,"HD026208",9.0855,45.812,"Comum","Transpadana (Regio XI)","Lombardia",71,130,"statue base","NULL","honorific inscription","P(ublio) Plinio / Paterno / L(uci) f(ilio) Ouf(entina) / Pusillieno / [---]OESI[---] / fl[---] / T[---] / [------] / [---]A / [------] / in [---] studio / et par[---]de steterit / d(ecreto) d(ecurionum)","Publio Plinio Paterno Luci filio Oufentina Pusillieno OESI fl T A in studio et par de steterit decreto decurionum",25950,1,"P. Plinio Paterno L.f. Ouf. Pusillieno","P.","Plinius","P. Plinio Paterno L.f. Ouf. Pusillieno","Plinius","Paternus Pusillienus",NA,"male",NA,NA,NA,NA,NA,NA,"Plinius"
"269",26239,"HD026583",9.0855,45.812,"Comum","Transpadana (Regio XI)","Lombardia",286,293,"tabula","NULL","NULL","Templum Dei Solis / iussu dd(ominorum) nn(ostrorum) Diocletiani / et Maximiani Augg(ustorum) / T(itus) Fl(avius) Post(umus) Titianus v(ir) c(larissimus) corr(ector) / Ital(iae) perfecit ac dedicavit / curante Axilio Iuniore / v(iro) c(larissimo) curatore c[iv(itatis) Comensium]","Templum Dei Solis iussu ddominorum nnostrorum Diocletiani et Maximiani Auggustorum Titus Flavius Postumus Titianus vir clarissimus corrector Italiae perfecit ac dedicavit curante Axilio Iuniore viro clarissimo curatore civitatis Comensium",26239,1,"Diocletiani",NA,NA,"Diocletiani",NA,"Diocletianus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",26240,"HD026583",9.0855,45.812,"Comum","Transpadana (Regio XI)","Lombardia",286,293,"tabula","NULL","NULL","Templum Dei Solis / iussu dd(ominorum) nn(ostrorum) Diocletiani / et Maximiani Augg(ustorum) / T(itus) Fl(avius) Post(umus) Titianus v(ir) c(larissimus) corr(ector) / Ital(iae) perfecit ac dedicavit / curante Axilio Iuniore / v(iro) c(larissimo) curatore c[iv(itatis) Comensium]","Templum Dei Solis iussu ddominorum nnostrorum Diocletiani et Maximiani Auggustorum Titus Flavius Postumus Titianus vir clarissimus corrector Italiae perfecit ac dedicavit curante Axilio Iuniore viro clarissimo curatore civitatis Comensium",26240,2,"Maximiani",NA,NA,"Maximiani",NA,"Maximianus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",26241,"HD026583",9.0855,45.812,"Comum","Transpadana (Regio XI)","Lombardia",286,293,"tabula","NULL","NULL","Templum Dei Solis / iussu dd(ominorum) nn(ostrorum) Diocletiani / et Maximiani Augg(ustorum) / T(itus) Fl(avius) Post(umus) Titianus v(ir) c(larissimus) corr(ector) / Ital(iae) perfecit ac dedicavit / curante Axilio Iuniore / v(iro) c(larissimo) curatore c[iv(itatis) Comensium]","Templum Dei Solis iussu ddominorum nnostrorum Diocletiani et Maximiani Auggustorum Titus Flavius Postumus Titianus vir clarissimus corrector Italiae perfecit ac dedicavit curante Axilio Iuniore viro clarissimo curatore civitatis Comensium",26241,3,"T. Fl. Post. Titianus","T.","Fl(---)","T. Fl. Post. Titianus","Fl(---)","Postumus Titianus",NA,NA,NA,"senatorial order",NA,NA,NA,NA,"Fl"
"272",26242,"HD026583",9.0855,45.812,"Comum","Transpadana (Regio XI)","Lombardia",286,293,"tabula","NULL","NULL","Templum Dei Solis / iussu dd(ominorum) nn(ostrorum) Diocletiani / et Maximiani Augg(ustorum) / T(itus) Fl(avius) Post(umus) Titianus v(ir) c(larissimus) corr(ector) / Ital(iae) perfecit ac dedicavit / curante Axilio Iuniore / v(iro) c(larissimo) curatore c[iv(itatis) Comensium]","Templum Dei Solis iussu ddominorum nnostrorum Diocletiani et Maximiani Auggustorum Titus Flavius Postumus Titianus vir clarissimus corrector Italiae perfecit ac dedicavit curante Axilio Iuniore viro clarissimo curatore civitatis Comensium",26242,4,"Axilio Iuniore",NA,"Axilius","Axilio Iuniore","Axilius","Iunior",NA,NA,NA,"senatorial order",NA,NA,NA,NA,"Axilius"
"273",27080,"HD027345",8.8078,45.7792,"NULL","Transpadana (Regio XI)","NULL",101,300,"NULL","NULL","votive inscription","I(ovi) O(ptimo) M(aximo) / Bearga/tus cu/m suis / ex auc(toritate)","Iovi Optimo Maximo Beargatus cum suis ex auctoritate",27080,1,"Beargatus",NA,NA,"Beargatus",NA,"Beargatus",NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",28170,"HD028627",9.1566,45.1859,"Ticinum","Transpadana (Regio XI)","Lombardia",441,NA,"tabula","NULL","epitaph","[Hic requie]scit in pa[ce ---] / [qui vixit in] s(a)eculum [---] / [---]S Aug(---) Cyro cons(ule)","Hic requiescit in pace qui vixit in saeculum S Aug Cyro consule",28170,1,"Cyro",NA,NA,"Cyro",NA,"Cyrus",NA,"male",NA,"senatorial order",NA,NA,NA,NA,NA
"275",28444,"HD028951",7.1712,45.8689,"NULL","Transpadana (Regio XI)","NULL",1,70,"tessera","NULL","votive inscription","C(aius) Vettius Sal[---] / p(rimus) p(ilus) leg(ionis) XV / v(otum) s(olvit) l(ibens) m(erito)","Caius Vettius Sal primus pilus legionis XV votum solvit libens merito",28444,1,"C. Vettius Sal[---]","C.","Vettius","C. Vettius Sal[---]","Vettius","Sal[---]",NA,NA,NA,"equestrian order",NA,NA,NA,NA,"Vettius"
"276",28448,"HD028954",7.1712,45.8689,"NULL","Transpadana (Regio XI)","NULL",51,200,"tessera","NULL","votive inscription","M(arcus) Cassius / Festus / miles leg(ionis) X |(centuriae) Iuli / Rufi / v(otum) s(olvit) l(ibens) m(erito)","Marcus Cassius Festus miles legionis X centuriae Iuli Rufi votum solvit libens merito",28448,1,"M. Cassius Festus","M.","Cassius","M. Cassius Festus","Cassius","Festus",NA,"male",NA,"military personnel",NA,NA,NA,NA,"Cassius"
"277",28449,"HD028954",7.1712,45.8689,"NULL","Transpadana (Regio XI)","NULL",51,200,"tessera","NULL","votive inscription","M(arcus) Cassius / Festus / miles leg(ionis) X |(centuriae) Iuli / Rufi / v(otum) s(olvit) l(ibens) m(erito)","Marcus Cassius Festus miles legionis X centuriae Iuli Rufi votum solvit libens merito",28449,2,"Iuli Rufi",NA,"Iulius","Iuli Rufi","Iulius","Rufus",NA,"male",NA,"military personnel",NA,NA,NA,NA,"Iulius"
"278",28512,"HD029025",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"NULL","NULL","epitaph","Q(uintus) Petronius Q(uinti) [f(ilius)] / Severus sibi [e]t / Q(uinto) Petronio Severo fil(io) / Q(uinto) Petron(io) C(ai) f(ilio) patri Pe[t]roniae / Verae soro[r]i / P(ublio) Petronio L(uci) f(ilio) [--- et? ---]|(mulieris) [lib(erto)?] / provinciali VIvi[ro] / Didiae Iucundae Metilia[e---] / uxorib(us) et Petroniae Eu[---] / [---]lio Ianuario et [---] / bene de se [mer(entibus)]","Quintus Petronius Quinti filius Severus sibi et Quinto Petronio Severo filio Quinto Petronio Cai filio patri Petroniae Verae sorori Publio Petronio Luci filio et mulieris liberto provinciali VI viro Didiae Iucundae Metiliae uxoribus et Petroniae Eu lio Ianuario et bene de se merentibus",28512,1,"Q. Petronius Q.[f.] Severus","Q.","Petronius","Q. Petronius Q.[f.] Severus","Petronius","Severus",NA,"male",NA,NA,NA,NA,NA,NA,"Petronius"
"279",28513,"HD029025",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"NULL","NULL","epitaph","Q(uintus) Petronius Q(uinti) [f(ilius)] / Severus sibi [e]t / Q(uinto) Petronio Severo fil(io) / Q(uinto) Petron(io) C(ai) f(ilio) patri Pe[t]roniae / Verae soro[r]i / P(ublio) Petronio L(uci) f(ilio) [--- et? ---]|(mulieris) [lib(erto)?] / provinciali VIvi[ro] / Didiae Iucundae Metilia[e---] / uxorib(us) et Petroniae Eu[---] / [---]lio Ianuario et [---] / bene de se [mer(entibus)]","Quintus Petronius Quinti filius Severus sibi et Quinto Petronio Severo filio Quinto Petronio Cai filio patri Petroniae Verae sorori Publio Petronio Luci filio et mulieris liberto provinciali VI viro Didiae Iucundae Metiliae uxoribus et Petroniae Eu lio Ianuario et bene de se merentibus",28513,2,"Q. Petronio Severo","Q.","Petronius","Q. Petronio Severo","Petronius","Severus",NA,"male",NA,NA,NA,NA,NA,NA,"Petronius"
"280",28514,"HD029025",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"NULL","NULL","epitaph","Q(uintus) Petronius Q(uinti) [f(ilius)] / Severus sibi [e]t / Q(uinto) Petronio Severo fil(io) / Q(uinto) Petron(io) C(ai) f(ilio) patri Pe[t]roniae / Verae soro[r]i / P(ublio) Petronio L(uci) f(ilio) [--- et? ---]|(mulieris) [lib(erto)?] / provinciali VIvi[ro] / Didiae Iucundae Metilia[e---] / uxorib(us) et Petroniae Eu[---] / [---]lio Ianuario et [---] / bene de se [mer(entibus)]","Quintus Petronius Quinti filius Severus sibi et Quinto Petronio Severo filio Quinto Petronio Cai filio patri Petroniae Verae sorori Publio Petronio Luci filio et mulieris liberto provinciali VI viro Didiae Iucundae Metiliae uxoribus et Petroniae Eu lio Ianuario et bene de se merentibus",28514,3,"Q. Petron. C.f.","Q.","Petronius*","Q. Petron. C.f.","Petronius",NA,NA,"male",NA,NA,NA,NA,NA,NA,"Petronius"
"281",28515,"HD029025",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"NULL","NULL","epitaph","Q(uintus) Petronius Q(uinti) [f(ilius)] / Severus sibi [e]t / Q(uinto) Petronio Severo fil(io) / Q(uinto) Petron(io) C(ai) f(ilio) patri Pe[t]roniae / Verae soro[r]i / P(ublio) Petronio L(uci) f(ilio) [--- et? ---]|(mulieris) [lib(erto)?] / provinciali VIvi[ro] / Didiae Iucundae Metilia[e---] / uxorib(us) et Petroniae Eu[---] / [---]lio Ianuario et [---] / bene de se [mer(entibus)]","Quintus Petronius Quinti filius Severus sibi et Quinto Petronio Severo filio Quinto Petronio Cai filio patri Petroniae Verae sorori Publio Petronio Luci filio et mulieris liberto provinciali VI viro Didiae Iucundae Metiliae uxoribus et Petroniae Eu lio Ianuario et bene de se merentibus",28515,4,"Pe[t]roniae Verae",NA,"Petronia+","Pe[t]roniae Verae","Petronia","Vera",NA,"female",NA,NA,NA,NA,NA,NA,"Petronia"
"282",28516,"HD029025",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"NULL","NULL","epitaph","Q(uintus) Petronius Q(uinti) [f(ilius)] / Severus sibi [e]t / Q(uinto) Petronio Severo fil(io) / Q(uinto) Petron(io) C(ai) f(ilio) patri Pe[t]roniae / Verae soro[r]i / P(ublio) Petronio L(uci) f(ilio) [--- et? ---]|(mulieris) [lib(erto)?] / provinciali VIvi[ro] / Didiae Iucundae Metilia[e---] / uxorib(us) et Petroniae Eu[---] / [---]lio Ianuario et [---] / bene de se [mer(entibus)]","Quintus Petronius Quinti filius Severus sibi et Quinto Petronio Severo filio Quinto Petronio Cai filio patri Petroniae Verae sorori Publio Petronio Luci filio et mulieris liberto provinciali VI viro Didiae Iucundae Metiliae uxoribus et Petroniae Eu lio Ianuario et bene de se merentibus",28516,5,"P. Petronio L.f.","P.","Petronius","P. Petronio L.f.","Petronius",NA,NA,"male",NA,NA,NA,NA,NA,NA,"Petronius"
"283",28517,"HD029025",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"NULL","NULL","epitaph","Q(uintus) Petronius Q(uinti) [f(ilius)] / Severus sibi [e]t / Q(uinto) Petronio Severo fil(io) / Q(uinto) Petron(io) C(ai) f(ilio) patri Pe[t]roniae / Verae soro[r]i / P(ublio) Petronio L(uci) f(ilio) [--- et? ---]|(mulieris) [lib(erto)?] / provinciali VIvi[ro] / Didiae Iucundae Metilia[e---] / uxorib(us) et Petroniae Eu[---] / [---]lio Ianuario et [---] / bene de se [mer(entibus)]","Quintus Petronius Quinti filius Severus sibi et Quinto Petronio Severo filio Quinto Petronio Cai filio patri Petroniae Verae sorori Publio Petronio Luci filio et mulieris liberto provinciali VI viro Didiae Iucundae Metiliae uxoribus et Petroniae Eu lio Ianuario et bene de se merentibus",28517,6,"Didiae Iucundae",NA,"Didia","Didiae Iucundae","Didia","Iucunda",NA,"female",NA,NA,NA,NA,NA,NA,"Didia"
"284",28518,"HD029025",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"NULL","NULL","epitaph","Q(uintus) Petronius Q(uinti) [f(ilius)] / Severus sibi [e]t / Q(uinto) Petronio Severo fil(io) / Q(uinto) Petron(io) C(ai) f(ilio) patri Pe[t]roniae / Verae soro[r]i / P(ublio) Petronio L(uci) f(ilio) [--- et? ---]|(mulieris) [lib(erto)?] / provinciali VIvi[ro] / Didiae Iucundae Metilia[e---] / uxorib(us) et Petroniae Eu[---] / [---]lio Ianuario et [---] / bene de se [mer(entibus)]","Quintus Petronius Quinti filius Severus sibi et Quinto Petronio Severo filio Quinto Petronio Cai filio patri Petroniae Verae sorori Publio Petronio Luci filio et mulieris liberto provinciali VI viro Didiae Iucundae Metiliae uxoribus et Petroniae Eu lio Ianuario et bene de se merentibus",28518,7,"Metilia[e---]",NA,"Metilia+","Metilia[e---]","Metilia","[---]",NA,"female",NA,NA,NA,NA,NA,NA,"Metilia"
"285",28519,"HD029025",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,200,"NULL","NULL","epitaph","Q(uintus) Petronius Q(uinti) [f(ilius)] / Severus sibi [e]t / Q(uinto) Petronio Severo fil(io) / Q(uinto) Petron(io) C(ai) f(ilio) patri Pe[t]roniae / Verae soro[r]i / P(ublio) Petronio L(uci) f(ilio) [--- et? ---]|(mulieris) [lib(erto)?] / provinciali VIvi[ro] / Didiae Iucundae Metilia[e---] / uxorib(us) et Petroniae Eu[---] / [---]lio Ianuario et [---] / bene de se [mer(entibus)]","Quintus Petronius Quinti filius Severus sibi et Quinto Petronio Severo filio Quinto Petronio Cai filio patri Petroniae Verae sorori Publio Petronio Luci filio et mulieris liberto provinciali VI viro Didiae Iucundae Metiliae uxoribus et Petroniae Eu lio Ianuario et bene de se merentibus",28519,8,"Petroniae Eu[---]",NA,"Petronia","Petroniae Eu[---]","Petronia","Eu[---]",NA,"female",NA,NA,NA,NA,NA,NA,"Petronia"
"286",29836,"HD030408",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",1,100,"NULL","NULL","epitaph","V(ivus) f(eci) // [v]ale // P(ublius) Valerius M(arci) f(ilius) // ha[ve] // Ouf(entina) VIvir iun[ior] / dis deabus Manibus / nomine meo et / Masyniae so[roris] / Martiae uxori / pientis(s)im[ae optimae]","Vivus feci vale Publius Valerius Marci filius have Oufentina VI vir iunior dis deabus Manibus nomine meo et Masyniae sororis Martiae uxori pientissimae optimae",29836,1,"P. Valerius M.f. Ouf.","P.","Valerius","P. Valerius M.f. Ouf.","Valerius",NA,NA,"male",NA,"Augustales",NA,NA,NA,NA,"Valerius"
"287",29837,"HD030408",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",1,100,"NULL","NULL","epitaph","V(ivus) f(eci) // [v]ale // P(ublius) Valerius M(arci) f(ilius) // ha[ve] // Ouf(entina) VIvir iun[ior] / dis deabus Manibus / nomine meo et / Masyniae so[roris] / Martiae uxori / pientis(s)im[ae optimae]","Vivus feci vale Publius Valerius Marci filius have Oufentina VI vir iunior dis deabus Manibus nomine meo et Masyniae sororis Martiae uxori pientissimae optimae",29837,2,"Masyniae",NA,NA,"Masyniae",NA,"Masynia",NA,"female",NA,NA,NA,NA,NA,NA,NA
"288",30783,"HD031156",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",19,23,"block","NULL","building/dedicatory inscription","Ti(berius) Caesar Aug(usti) f(ilius) / Augustus / Drusus Caesar Aug(usti) f(ilius) / portam f(e)c(erunt)","Tiberius Caesar Augusti filius Augustus Drusus Caesar Augusti filius portam fecerunt",30783,1,"Ti. Caesar Aug.f. Augustus","Ti.","Caesar","Ti. Caesar Aug.f. Augustus","Caesar","Augustus",NA,"male",NA,NA,NA,NA,NA,NA,"Caesar"
"289",30784,"HD031156",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",19,23,"block","NULL","building/dedicatory inscription","Ti(berius) Caesar Aug(usti) f(ilius) / Augustus / Drusus Caesar Aug(usti) f(ilius) / portam f(e)c(erunt)","Tiberius Caesar Augusti filius Augustus Drusus Caesar Augusti filius portam fecerunt",30784,2,"Aug.",NA,NA,"Aug.",NA,"Augustus*",NA,"male",NA,NA,NA,NA,NA,NA,NA
"290",30785,"HD031156",9.5,45.3167,"Laus Pompeia","Transpadana (Regio XI)","Lombardia",19,23,"block","NULL","building/dedicatory inscription","Ti(berius) Caesar Aug(usti) f(ilius) / Augustus / Drusus Caesar Aug(usti) f(ilius) / portam f(e)c(erunt)","Tiberius Caesar Augusti filius Augustus Drusus Caesar Augusti filius portam fecerunt",30785,3,"Drusus Caesar Aug.f.","Drusus","Caesar","Drusus Caesar Aug.f.","Caesar",NA,NA,"male",NA,NA,NA,NA,NA,NA,"Caesar"
"291",31404,"HD031611",8.6187,45.4451,"Novaria","Transpadana (Regio XI)","NULL",51,150,"NULL","NULL","honorific inscription","C(aio) Torullio C(ai) l(iberto) // Fusco / VIvir(o) / colleg(ii) fabr(um) / decuriae eius / magistro","Caio Torullio Cai liberto Fusco VI viro collegii fabrum decuriae eius magistro",31404,1,"C. Torullio C.l. Fusco","C.","Torullius","C. Torullio C.l. Fusco","Torullius","Fuscus",NA,"male",NA,"lower local offices, administration of imperial estates",NA,NA,NA,NA,"Torullius"
"292",34530,"HD033537",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,150,"herm","NULL","votive inscription","G(enio) C(ai) Atti C(ai) f(ili) Nigri / C(aius) Attius C(ai) l(ibertus) / Murranus VIvir / senior","Genio Cai Atti Cai fili Nigri Caius Attius Cai libertus Murranus VI vir senior",34530,1,"C. Atti C.f. Nigri","C.","Attius","C. Atti C.f. Nigri","Attius","Niger",NA,"male",NA,NA,NA,NA,NA,NA,"Attius"
"293",34531,"HD033537",9.1881,45.4637,"Mediolanum","Transpadana (Regio XI)","Lombardia",51,150,"herm","NULL","votive inscription","G(enio) C(ai) Atti C(ai) f(ili) Nigri / C(aius) Attius C(ai) l(ibertus) / Murranus VIvir / senior","Genio Cai Atti Cai fili Nigri Caius Attius Cai libertus Murranus VI vir senior",34531,2,"C. Attius C.l. Murranus","C.","Attius","C. Attius C.l. Murranus","Attius","Murranus",NA,"male",NA,"Augustales",NA,NA,NA,NA,"Attius"
